评论内容,毒性评论,普通评论,
即使有保险，别说码羊了实羊也不能算啊，这只能算印制成本，,,1,
刚刷到过，说成本2500千万，也有人说1000千万,,1,
实洋多少？,,1,
又是一轮大抽奖，轮到谁谁倒霉。,,1,
有通知泄洪？,,1,
不是人干的事！！,1,,
马厩失火孔子问人不问马,,1,
成本的话打1折吧。损失1000万上下。,,1,
太棒了金领冠很难不支持,,1,
罐罐好棒我就在涿州，真的太难了,,1,
太暖了吧！！！！,,1,
不愧是我的罐罐,,1,
良心品牌！好有责任感,,1,
加油加油加油！希望宝宝健康成长,,1,
全世界最棒的罐子,,1,
太棒了 罐子,,1,
太棒了罐子,,1,
罐子棒棒哒，很优秀,,1,
我家娃喝的珍护 选择是对的,,1,
小罐泰酷了,,1,
泪目了。。。,,1,
我家宝子目前吃的3到6岁的儿童奶粉，金领冠珍护,,1,
有你真好，我家宝宝吃的也是你家奶粉,,1,
罐子棒棒哒,,1,
感谢！感谢！,,1,
给你点赞！,,1,
等我生二胎，奶粉就选你家的,,1,
好耶！！！,,1,
太棒了，我闺女也两个月，今天刚定了一箱金领冠,,1,
虽然是表现的机会营造品牌形象的机会，但是能助人于危难就值得赞扬，所以大家还是点赞吧，不要酸言酸语，至少比什么都做不了的我强,,1,
给金领冠点赞,,1,
终于看到有奶粉品牌出手了，害怕宝宝没吃的了,,1,
一方有难八方支援,,1,
一起度过难关,,1,
金领冠赞，响应速度很快,,1,
蓝天救援队去了 太好了,,1,
太好了，奶粉有了,,1,
我也好想给他送,,1,
家里孩子奶粉难道一天一买？不备个两罐三罐的？刚洪水就断奶？,,1,
能不能别什么都杠，孩子两个月不是两岁，新妈妈也是刚出月子没多久，没准备太多奶粉正常。刚生完本来身体就要恢复，现在断粮两天人都要饿晕了哪里有奶水。杠精都没妈生是吧,,1,
无人机配送，无人舰艇送货上门；这些平时显摆的高科技产品这个时候应该发挥作用啊。相信中国力量。,,1,
希望有人看到,,1,
飞鹤已关注到求助信息，已经联系工作工作人员准备好奶粉，正在想办法第一时间送到杜先生手中。,,1,
所以平时还是得用一囤一才行，蔬菜水果的也得有个两三天的，万一遇到个紧急情况呢,,1,
这。。。家里就一点吃的不备吗？孩子奶粉也不备！,,1,
有没有好心人帮帮他们,,1,
怎么办 有没有人能帮帮他们 看的好揪心,,1,
两个月的孩子需要奶粉，帮扩散,,1,
请看看码头镇涿仝村吧，村里还有好多人没出来，31号就断水断电断燃气了，没有信号，联系不到里面的人，根本不知道现在什么情况，没有图片没有视频，不知道水位情况，求救援啊！！！谢谢！！！,,1,
妈耶，好想给他送,,1,
无风无雨的现在，无人机、直升机都应该可以用了吧？没咋看到类似救援的新闻啊。,,1,
真的没看到有直升机救援的新闻，真的那么缺直升飞机吗？,,1,
同楼栋一家家去敲门借一下，一栋楼这么多户邻居大概率能借到。我们这栋楼拉了个群，有事群里说一声很方便。,,1,
看的好难受，怎么才能帮帮他们小朋友这么小怎么办呀,,1,
以前我天不怕地不怕 现在有了娃 预警台风的时候我就开始备物资了雨大点都要担心的整晚睡不好。谁去帮帮他们呀,,1,
您好，恭喜您的视频荣登视频飙升榜，社会领域第1名，榜单可在【发现页-视频-视频飙升榜】中展示您的上榜信息，榜单小时级更新请尽快查看哦~快来查看分享你的上榜视频吧~榜单戳》网页链接,,1,
敲同单元门看看谁家有奶粉匀一点吧，耐心等待救援,,1,
直升飞机送点物资呗人命重要啊,,1,
好怕房子会垮掉啊,,1,
千金难买早知道，马后炮谁不会！台风来之前谁会想到会影响到北京！,,1,
这楼安不安全啊,,1,
看着光着急，东西送不进去，请救援队赶紧救救孩子,,1,
涿州急需物资！！,,1,
这报道很奇怪，没水没电，你要奶粉有什么用？,,1,
我家也在这个小区，我爸跟我弟被困楼上好几天了，家里没饮用水了，现在救援队还进不去，没有冲锋艇,,1,
我可能比较奇葩，干粮，奶粉，零食，纸巾纸尿裤啥的都是整箱囤的隔离一个月吃喝不成问题的,,1,
无人机可以吗？天啊,,1,
无人机可以送过去吧？不是还有无人机送外卖的吗？,,1,
现在情况如何了？得到救援了吗？,,1,
好想给你们送呀,,1,
不知道可不可以用无人机把物资吊起来送到窗口,,1,
住高层已经很庆幸了，如果是平房自建房那种呢？连保命都是奢望，更不要提什么奶粉了，再忍忍，估计很快水位就下降了,,1,
啥牌子奶粉，咋送进去，我在高碑店可以买，不知道咋送进去,,1,
断水断电，冰箱也不能用了，怎么储存食物,,1,
被困3天，饿两天,,1,
政府快安排人救援啊,,1,
周围的救援队如果有无人机可以先送点食物和水啊,,1,
8月1号涿州刚涨洪时他家就停电停水三天了，真的实惨,,1,
无人机能启动救人不,,1,
疫情3年，让我们学会家里常备粮，心里不慌。谁都不知道下一个天灾啥时候会来,,1,
看看同楼里能不能借到一些液体奶吧,,1,
估计母乳不够喂了。,,1,
捐是捐了，也不知道捐到哪去了，求个心里安慰吧。希望平安,,1,
怎么办，也送不过去,,1,
谁能帮帮他们呀,,1,
回复@卑鄙的蜗:个个都像你这么完美无误，有母乳也备两三罐，那真的很棒,,1,
这种情况该怎么送呢估计只能无人机空投了。,,1,
keyi可以没水没电的，有奶粉也没热水泡呀,,1,
疫情才结束怎么又是天灾 ,,1,
大人还能忍耐，小孩可咋办,,1,
是不是整个涿州都是有洪水淹呀,,1,
给邻居借点,,1,
无人机投喂,,1,
疫情的时候积累的经验呢？无人机不行么？,,1,
看小区邻居有没有小孩的，有没有奶粉。,,1,
有孩子的母亲，身体有恙的人尤其是老人，最经不起这样的折腾，希望小宝贝尽快吃到奶粉,,1,
@静思是我养乐多 天。好大的水。,,1,
国家派空投吧，只能这样了,,1,
可以划船过去吗，希望有工作人员帮帮娃,,1,
同单元的看有吗先借一下,,1,
@人民日报 @保定发布 @涿州发布 赶快救孩子,,1,
无人机能不能送进去啊,,1,
我刚才给涿州110发短信了,,1,
喝米汤也行,,1,
楼没倒真的不容易,,1,
没有母乳的奶粉花销特别贵。,,1,
无人机也可以用上，但是不敢保证有多少效果,,1,
我孩子小时，基本上吃一罐，准备得有一两罐。这个没奶粉是不行的，大人要不想办法出去，比如用小孩洗澡盆、篮球等有浮力的东西做依靠。,,1,
小说里都会提醒我们要囤物资,,1,
评论区马后炮可真多，质疑人家为什么不囤奶粉，你了解情况么，张嘴就来。,1,,
哎，那些扛精，帮不上忙就算了，还在显摆，真不知道显摆啥……这些人就像是人家落难，你们在落井下石……,1,,
有一些人啊，苛责老百姓的时候他们是真行啊，对上一个屁都不敢放，为啥呢,1,,
就是刘备的故乡涿州吧？,,1,
我还在想，洪灾里的人家里备粮备水了吗？没有吃得了怎么办？唉！看来平时家里备点速食和干粮是对的,,1,
应急部门怎么不派直升飞机支援？,,1,
目前发动的救援力量还是太淡薄了，只能优先救援最危急的，普通百姓只能等待,,1,
太难了，祝平安,,1,
主要还是没经验，像在台湾常常台风的地方就知道提前备好物资（好保存的干粮和饮用水），风雨大会有停电的可能性所以提前准备好手电筒和充电宝这些,,1,
备不备囤不囤的已经不是重点了，没有水没有电有啥都没用啊！,,1,
要不先整栋楼都走一遍吧，看看谁家匀你一点，,,1,
急需救援！！！！,,1,
平时不备上一个月的？,,1,
最好有地址，可以当地看有没有,,1,
回复@卑鄙的蜗:肯定是怕啊，2个月估计是吃母乳，怕不够啊，所以求援啊,,1,
那种说风凉话扮理中客的是锄生吧！,1,,
急需奶粉！,,1,
不是停水停电了吗？没有水电大人饭都没得吃了怎么冲奶粉啊？干吃啊？,,1,
回复@卑鄙的蜗:这时候你说这些放屁的话，有啥意义。,,1,
可以给宝妈送奶粉嘛？怎么送？,,1,
奶粉肯定有，关键是怎么送过去，真是急死人了,,1,
楼里其他住户呢？,,1,
快用个无人机送点吃的上去,,1,
天呐 好绝望 希望直升机能给他们运送点水和方便面 放在楼顶,,1,
小宝宝和大人一起饿肚子急需求助。有些杠精看到的首先是显摆一下自己的囤物意识，然后就从自己的角度对求助者开始指责了。给他们个支点，地球都撬翻了吧。,,1,
#涿州# 请求支援,,1,
希望救助队能把母亲孩子先接走～孩子2个月一天八顿奶～这可怎么办啊,,1,
回复@卑鄙的蜗:两个月的孩子还没断奶吃母乳呢，囤这么多奶粉干嘛,,1,
怎么给他送呢？,,1,
在网络这边干着急,,1,
2天没吃饭，家里一点零食都没有么,,1,
转发救援信息！望平安！,,1,
希望有救援能看到，已尽绵薄之力捐了一点款,,1,
为什么不备足啊这时候怎么进去,,1,
不会起新闻标题可以不起。我真的很怀疑现在的新闻编辑者在读书的时候语文都考几分啊，老师真的不管你们吗？,,1,
突发大灾面前，高层一般会成为重灾区，人群众多并集中，缺粮缺水缺电，物资派发困难，可见平日高层住户三防【防断粮，防断水，防断电】措施是必不可少的。,,1,
直升机呢？,,1,
可以空投吗？,,1,
去涿州的路都封了，只希望附近的能互相帮助一下，好在今天不下雨了，希望洪水赶紧退去。,,1,
楼里邻居借呀，总有人家里囤了牛奶,,1,
直升机、水陆两栖车都救不了急吗？//@芸芸众生_one:应急部门怎么不派直升飞机支援？,,1,
3天断电还好手机还有点电在。。。看来以后移动电源也要备一个，不然信息都发不出去,,1,
要是能空投就好了,,1,
以后提前买几桶奶粉,,1,
我也好想给他送回家,,1,
就不能打穿地心吗？直接把水蒸发掉不就可以了吗,,1,
就这样救灾部队//@stempler:问题就在这了，谁也送不进去东西//@石玉食欲诗雨:我也好想给他送,,1,
好心人帮帮忙吧,,1,
问题的重点，没水没电就是有奶粉囤了奶粉又能怎么样，生吃吗,,1,
2月后面加空格就是不要脸的标题党,,1,
怎么都是涿州求救信息，领导换掉吧，我们天津早早就通知转移了,,1,
感觉在小区群里求助可能更快点,,1,
自己家里平时什么都不备怪谁啊 真是醉了只能说下次长个心眼吧,,1,
无人机不考虑派上用场吗？,,1,
可是三天断水断电估计也断气，就算有吃的储备拿什么来做呢，生米不能自己变成熟饭吧，难道在家生火？而且吃的储备我相信大家都有，可是喝的水之类的不一定就有了,,1,
涿州归保定管辖么,,1,
可以熬点小米粥，用上面的米油给孩子喝,,1,
泄洪不提前通知吗？！,,1,
经历过疫情防控，家里真会没有个把月储备，,,1,
突然发现买高层的好处了,,1,
无人机出动啊,,1,
北京惹的锅，北京舒服了,,1,
还能接受采访,,1,
两天就没米了？,,1,
请联系我 我有,,1,
还是联系派出所、社区吧,,1,
难道冰箱里没有吃的吗？买孩子奶粉是一罐一罐买吗？夸张了吧。,,1,
2个月就没有母乳喝了，真惨,,1,
目前被困人员还有13万人！缺水！断电！缺食物！情况危急??,,1,
可以先用米糊顶一顶不？,,1,
干嘛要纠结人家备不备货，有这闲心思不如想想怎么帮解决当务之急的办法,,1,
我家孩子没出生奶粉我就备好了，澳洲产的，6罐一组买，一组到了下一组就已经下单在途了，冲奶粉用的水也是6箱一组的买，就这点雨，别说10天半月了，1个月我的孩子都不会断顿。,,1,
所以说，家里囤点食物有多重要啊！,,1,
救出来了吗？,,1,
被飞鹤奶粉集团感动到泪目，祝你们好人好运，生意兴隆，财源广进！//@飞鹤:飞鹤已关注到求助信息，已经联系工作工作人员准备好奶粉，正在想办法第一时间送到杜先生手中。,,1,
我觉得无人机可以试试,,1,
没电没水就算有奶粉是打算怎么泡呢？,,1,
挨家挨户敲敲门，看看有没有邻居帮帮忙,,1,
评论区帮不上忙，也不要说风凉话，什么紧急情况都有可能出现，责怪人家算什么本事，飞鹤好人,,1,
看来家里囤点面包饼干还是有必要的,,1,
2个 多月的孩子，都是母乳喂养的，真的不需要囤奶粉。,,1,
业主群吼一声的事儿，有必要找网友吗,,1,
方便食品已经不行了，以后得屯自热食品了,,1,
不太成熟的想法，那种无人机载重量多大，无人机可以先送点吗？小罐奶粉,,1,
这个怎么捐助,,1,
这城建水平 快速发展的同时,,1,
底下评论区一看，很多人居然不知道2月大的婴儿大多数都是纯母乳喂养的吃母乳的婴儿囤奶粉干嘛？放着过期？家人2天没吃饭，又怎么产母乳给婴儿？急需奶粉是很正常的，没电没水的话，泡奶的开水都没的。,,1,
回复@卑鄙的蜗:现在关注点难道不是怎么营救吗，你还在这说什么风凉话,,1,
怎么救助？我家有奶粉，可以给他,,1,
整栋楼应该会有差不多大小的孩子，家里会有奶粉的吧，不同年龄段也能先冲着喝，最起码不能饿到孩子呢，相信这难熬的日子很久就过去了，真希望我口开光，明天山洪就停止！！！,,1,
楼里还有多少人,,1,
回复@卑鄙的蜗:可能是恰好备的用完了啊,,1,
感觉有些容易发生洪涝的地方雨季屯一个卡式炉吧，多备一点气，挺几天问题不大，希望能尽快得到救援吧，大人怎么着都行，孩子不行啊,,1,
我坐月子的时候奶粉就准备了一罐 用完打电话让万达里母婴用品店里的人送过来 家里不备货很正常的,,1,
现在呢？问题解决了吗？心疼宝宝,,1,
后续怎么样了？,,1,
为什么这些排水地方这么差,,1,
主要是目前情况不能邮寄，好想给他送过去，急死了。,,1,
希望你们家宝宝好好的,,1,
只能暂时先同栋楼相互帮助了,,1,
是不是可以派无人机投放点食物和物资啊,,1,
怎么办呀，我真想给他邮寄奶粉，希望赶快有人救救他们,,1,
一栋楼的居民先组织自救，看看东西能不能凑一起分配下。隔壁门栋隔着窗户的也可以帮助下，先用周围的居民朋友自救，熬到等到救援大部队。,,1,
不太理解为啥家里不屯点耐存放的食品，反正我家里常备10斤大米5斤挂面，桶装水也多存1桶，还有其他零食等，5万毫安的大容量充电宝。一般受灾坚持1周问题不大。,,1,
停水停电隔着屏幕的绝望,,1,
这儿急需直升飞机救援啊,,1,
当地的救能力？应急响应能力？,,1,
派直升机先放点吃的在楼顶啊,,1,
回复@卑鄙的蜗:没电水也烧不开，感觉也泡不起来奶,,1,
看看能不能用无人机送,,1,
回复@卑鄙的蜗:估计在你评论的时候都得救了,,1,
涿州真的超级严重，已超过北京房山、门头沟的水量,,1,
快去送奶粉！！！还有，家长事后要反思，平常不给孩子备着点嘛！！过分,,1,
囤水果蔬菜的也没经验，应对灾害建议家里还是要备桶装水和压缩饼干。说方便面的，停水电煤了你也得干嚼还不如吃压缩干粮,,1,
天降洪灾，啥也没来得及准备啊,,1,
小区内的先看看谁家有先救救急吧，真是遭罪了孩子,,1,
这个时候天然气能正常使用吗,,1,
当务之急是救孩子！杠精就只会在那质疑人家为啥不囤奶粉,1,,
心疼亲人们,,1,
，he  洪水退下去就是一天的事，还求助什么啊,,1,
现在就恨自己没有个直升机去帮帮他们,,1,
我土生土长的八十年代河北人，长这么大这种降雨是第一次遇到，虽说之前政府各种通报预防，也没有想到会是这种级别的，涿州现在这样应该是北京泄洪导致的,,1,
这个时候说人家里不囤东西的需要你在这事后诸葛亮吗？你最好这辈子都别有失策的时候,1,,
楼里面没有其他住户吗？串门找点吃的啊,,1,
直升机空投到屋顶,,1,
两天雨就两天没吃饭，家里是米面啥都没有？,,1,
其实吧，运用古代方法，使用木牛流马进行运送。像容易被淹，或者有山洪，泥石流风险的城市多加装一些流马索道，关键时刻真能保命及运送物资最主要无须用电，无须用信号，操作方便。,,1,
#河北涿州救援# 水岸花城，有同事双亲同困该小区，到目前还没有救援人员到达小区，老人很难支撑的，求看到求看到,,1,
母乳宝宝应该是不囤吧？肯定是妈妈着急上火，就没奶了,,1,
快快帮帮他们,,1,
2米，三层楼高？,,1,
太可怜了，大人还能坚持，宝宝这么小！而且如果停电停水，那奶粉都冲不了，该怎么办呀,,1,
真的觉得北方会不会存在经验不足的问题，反正我每次一有台风，第一时间囤货，用不用得上再说，主要是怕涨价,,1,
没有电怎么烧水泡奶粉呢？当妈的真的是好心疼孩子,,1,
想帮帮他们,,1,
我不懂一些人在指责什么，站着说话不腰疼，懂什么叫断水断电断气吗，而且三天了,,1,
评论里说风凉话的能不能闭上你那张臭嘴，不说话没人当你是哑巴,1,,
可以问问楼里其他家有没有,,1,
希望快来救援,,1,
捐是义乌，不捐是本分，侬不要道德绑架的啦,,1,
奶粉纸尿裤退烧药之类的这种东西一定要提前备好,,1,
可不可以就是说直升机在填上飞着，挂个绳子下来，绳子上拴一点物资,,1,
这一幢的邻居呢,,1,
看着好揪心,,1,
标题有歧义啊，这小编是不是语文不及格？,1,,
这次台风我们这里断水断电了两天我都快受不了，三天…真的好辛苦,,1,
断水断电太可怕了，赶紧抢修把水电送上,,1,
希望大家一起度过难关,,1,
这个太理解了，希望相关部门能想想办法，或者楼里邻居家有奶粉能支援一下,,1,
睡淹时间长楼也有倒塌风险,,1,
水怎么还没排下去啊希望暴雨过后城市能好好升级一下排水系统，再有暴雨起码能好点,,1,
直升机可以送吗,,1,
北京预报大雨的时候，我就提前买了两三天的食物，只能说自己被疫情搞怕了,,1,
没水的话冲奶粉可咋整啊,,1,
没热水，有奶粉也吃不了吧,,1,
这种情况下邻里互助很重要 可是断网断电就很难办,,1,
希望能有人帮帮他们,,1,
恨不得自己长对翅膀飞过去救援他们,,1,
停水停电的话冰箱的食物都吃不了，真的很难，这么小的孩子真的是，想想办法，救救孩子们，社区没有网格群吗，以社区为单位统计受困的,,1,
天啊好像回到疫情的那个时候，家里真的得囤点粮，可怜的宝宝，有谁能帮帮他们啊,,1,
停水停电即使家里有生米面粉也没法吃啊！想办法收集雨水稍微过滤一下吧,,1,
建议政府派直升机 投递物资到房顶,,1,
救援需要邀请函，总是不停给群众开眼,,1,
看这周边水流那么急，短期也不好转移呀，像这些高层物资够的话在家也是可以的，能不能直升机从顶层投喂粮食，应急供电的东西呀？楼栋里应该也有业主群，大家分工一下，互相照应一下,,1,
熬点米汁，给孩子喝,,1,
星链是不是去搞一波  不然联系不上很麻烦的,,1,
回复@九只老麻雀:杠精显得你厉害了 邪键盘,1,,
回复@卑鄙的蜗:别杠精了你，头回做家长的那能事事周全，你是有毒吧 欠打,1,,
这是我微信上看到的，群里的兄弟姐妹们，我是涿州妈咪宝贝的王艳，现在联合伊利厂家保定区总经理刘跃给受灾家庭免费提供伊利奶粉，有需要帮助的家庭及时联系我 13933973777王艳,,1,
流量为王，哪有底线,,1,
这么大的事儿 暴雨之前 政府没有通知要撤离吗？？？,,1,
@小芦老板的员工 啊,,1,
真的很可怕，那年我们新乡淹了也是停水停电，我自己带这个一岁的孩子没热水冲奶，我也没饭吃，在家待了两天第三天就受不了了。孩子都跟着我吃干的碎方便面了。这孩子才俩月，三天停水停电，更难了!!,,1,
买房子首先要考察地块区域地势。,,1,
暴雨停了，现在的水位，小船或冲锋舟完全可以过来，当地民政部门还要等什么指示？？,,1,
中国穷的救援连直升机都没有,,1,
大人两天没吃饭的依据是什么？,,1,
大人吃不上饭奶水肯定少需要奶粉补充，这也能喷,,1,
我女儿一两个月的时候我只囤了一小罐400毫升的奶粉，在我女儿18个月断母乳后我才一箱一箱的买奶粉。她有母乳吃的时候买那么多奶粉干嘛？至少备一小罐用来应急就行,,1,
再怎么母乳喂养，大人不吃饭，哪里来的奶水够孩子吃啊 ，我真的服了网友的脑回路。,,1,
母乳的话，奶粉快吃完了，你吃的吗？,,1,
全域停水部分停电，只怕有奶粉都没法儿沏奶了，唉,,1,
真的受不了一出事就会指责别人的。希望他永远也不需要别人的帮助，谁没有意外的时候，帮就帮，不帮别说风凉话。,,1,
那些胡乱喷的人没当过妈，却始终以为自己是圣母。,1,,
而且断电断水 你家囤奶粉还囤水吗 就算有 冷水冲婴儿奶粉吗？一群没小孩的不知道在显摆什么,1,,
昨天就开始停水了，如果没储备就做不了饭充不了奶粉啊,,1,
有些人就是有病指责这个指责那个的因为两天没吃饭的不是她,,1,
不懂的人都是没生过孩子，又或者是哪些臭男人没真正陪伴过孕妇老婆和孩子,1,,
站着说话不腰疼那些人有的真是缺乏常识，也跟着缺乏风险意识。这种人等天灾轮到他们的时候可能别现在被困的人更惨。,1,,
是的呀，大人都吃不饱哪里来的奶水，所以混合喂养很正常，谁没事一开始屯很多啊,,1,
我纯母乳，一瓶奶粉都没有，如果是我遇到这种事更难搞，一餐奶粉都没有,,1,
有生活经验的妈妈都能相互理解这种情况，没生活经验的杠精才会敲键盘怪这怪那。母乳喂养的前几个月我家里也只有一桶奶粉。而且这肯定事发突然，有准备肯定带着孩子早走了。希望大人孩子能尽快脱困，真是心疼,,1,
直升机可以进去但是投放也是问题,,1,
我就是，现在买奶粉那么方便，出个门就买了，外卖也可以，喝完再买，不囤奶粉不是很正常吗，哪来那么多杠精啊,,1,
生活中平地摔都能发生意外，网络上就要24小时保证不发生所有意外，帮不上忙也别嘴行不，别当键盘侠,,1,
一栋楼那么多住户，不可能都没有，不能匀一匀？,,1,
妈妈消耗的快的很，没吃饭怎么能有奶。,,1,
而且这里几十年都没有什么洪水，也没有什么地震，谁会囤奶粉啊。。。。,,1,
因为不是突发事先一直在预警！！！为什么不能说！！还不是把因为事先预警的当趁机销货才造成的,,1,
杠精怎么都能杠，才两个月宝宝纯母乳的话谁家里会备着奶粉，留着过期吗？这是遇到突发情况了？再不济就算他是真的喝奶粉没囤那咋的就不能求救了？,1,,
想找茬的人总能找到稀奇古怪的点来喷，没法说理,,1,
没办法，有些人毕竟不是生活在凡间,1,,
相信国家，相信政府,,1,
我儿子吃母乳的时候我从来没买奶粉，后来断奶了才一箱买的,,1,
涿州从来没发过这么大的水，一个内陆小城市从来不会想到台风跟我们有什么关系，大家从来不会屯粮。,,1,
我女儿小时候都是母乳，不喝奶粉，谁能想到这种事发生希望快点得到救援,,1,
太不容易了,,1,
也有很多没奶水的女性，孩子很可怜，可是怎么帮助呢,,1,
一个市几百万人，一两个人正好没奶粉了，不是很正常吗？有的人说怎么不多准备点奶粉  我看他是脑袋让门给夹了,,1,
说起来，就算有奶粉，没有水电也没法冲啊,,1,
我真的不理解，已经穷途末路了，大人可以坚持，但是也两天没吃东西了，孩子那么小怎么忍受啊，哭坏怎么办，为什么评论不是提出救援办法，商讨怎么救援，而是在这喷家长没备奶粉啊，这个社会病成这个样子了吗我家人也在涿州，我家平房只有一层，我现在联系不到他们，也不知道现在怎么样了，,,1,
杠精什么都能杠,1,,
回复@鉴定历史的精罗分子:求助本人说的 大人两天没吃饭了，孩子奶粉快没了，你是傻吗？现在很多人家为了防止坏掉 都是只买一两天的食物，而肉之类多半是生的，这种灾害下 低下的电线都坏掉了 没电，电器没法用，生米之类也没法吃，蔬菜能顶几天？？自己不会算算？？,1,,
回复@鉴定历史的精罗分子:求助本人说的 大人两天没吃饭了，孩子奶粉快没了，你是傻吗？现在很多人家为了防止坏掉 都是只买一两天的食物，而肉之类多半是生的，这种灾害下 低下的电线都坏掉了 没电，电器没法用，生肉不能吃多半会臭掉！没常识,1,,
回复@眼镜奇迷:就是啊停水停电，就算屯了吃的但是也有好多东西都不能生吃啊，不知道那帮人在落井下石什么，生气,,1,
回复@鉴定历史的精罗分子:依据是涿州全域停水  大部分地区停电 。没水没电  怎么做饭 ，估计个别小区 燃气管道都有可能被水重坏。,,1,
回复@鉴定历史的精罗分子:依据你的键盘,1,,
回复@不知所云的shy:66666你家生孩子的时候 你上下邻居也生孩子？？？你们一起买奶粉去？,1,,
其实吧，运用古代方法，使用木牛流马进行运送。像容易被淹，或者有山洪，泥石流风险的城市多加装一些流马索道，关键时刻真能保命及运送物资最主要无须用电，无须用信号，操作方便。,,1,
某些网友就是没有身处其中，只知道站在自己都角度评判别人.首先，两个月大的孩子吃的还是母乳，大人两天没吃饭，哪来的母乳喂孩子，其次，洪水己经淹了涿州一楼甚至二楼，物资自然就匮乏，大人才会两天没吃饭。现在这种情况，不知道同情，却还反咬一口,,1,
请问你说的那些人在哪，我怎么没看到，这要是还有人指责我第一个去骂他。你把那些人推送给我,,1,
孩子刚两个月，妈妈奶水足的话，家里最多一袋奶粉应急。,,1,
预警发的时候没想着买些物资吗？,,1,
最好的办法是把水导出去，个人能做的基本无,,1,
加油加油！大家把消息传出去,,1,
顶顶顶！#河北涿州急需大量船只转移群众# ！！！救援信息！,,1,
我天，帮转,,1,
在自然灾害面前，人都是弱小的,,1,
转转，我老家,,1,
愿大家都平安,,1,
希望大家平平安,,1,
多多转发啊,,1,
#河北涿州救援力量薄弱#     #涿州居民被困2月大孩子急需奶粉# 愿平安。,,1,
好人一生平安,,1,
希望有更多的人看到,,1,
一方有难八方支援,,1,
给老板点赞,,1,
要注意安全啊,,1,
为好心老板点赞,,1,
太感谢了 急需这样的铁皮船,,1,
让我想起汶川那年开农用车去支援的山东兄弟，致敬每一位平凡的英雄,,1,
加油！要注意安全,,1,
哪里的农家乐？我在石家庄，等洪水过去，带朋友去！,,1,
这种船确实有用，皮艇容易被扎漏,,1,
好人老板发大财！,,1,
感谢三位好心人！！！涿州的救援队伍越来越多了！,,1,
谢谢你们啊,,1,
谢谢冠子！,,1,
众志成城，共克时艰,,1,
一方有难，八方支援。,,1,
患难见真情，给罐子点赞,,1,
感谢罐子，作为一个河北人真的很感动,,1,
罐子，你好棒,,1,
家里一点米面都没有？！,,1,
三年了，一点经验没有吗？有孩子的家里一定要多准备点奶粉啥的呀。,,1,
没孩子，没结婚的男的可能会有特殊吃不上饭，你一家几口的，有孩子，平常不屯米面，孩子奶粉一罐一罐没存货吗？,,1,
我一个单身，家里常年有饼干牛肉干罐头水。不吃也屯着。,,1,
好担心地基,,1,
一家人嗷嗷待哺,,1,
家里奶粉尿不湿宝宝零食一般都囤一个月的量。,,1,
一个疫情竟然没教会你们屯粮？我也是非常的奇怪。,,1,
要相信政府，，，，靠谁都不如靠政府，政府是人民的衣食父母。。。。,,1,
看一下同楼的有没有奶粉，大家互相帮助一下，看有没有救援队，能安排一下物资。,,1,
适度屯粮，有益身心健康,,1,
顶住，加油,,1,
你可以和吃树叶吃树皮吃草都可以。也都是粮食。,,1,
各个小区应立即启动预案，各个社区第一时间统计，信息最需要的人，先解决吃的问题，第二个，就是及时发布信息，大喇叭广播！！！每一个人都要行动起来！全力以赴救灾！及时报告情况！各个兄弟城市赶快送去支援才是！！刻不容缓！奶粉没有了，调集周边的尽可能的帮助一下！信息需要最准确的信息！！,,1,
?有小宝宝的家庭不备吃的?,,1,
也可以联系这个姐姐试试看,,1,
求助去找涿州政府里求助，往网上发什么，物资都在涿州政府,,1,
up up up,,1,
这里登记电话地址信息，或者词条下联系线上志愿者，他们会联系救援，可能没那么快哈，注意安全一定要平安,,1,
打这个电话试试,,1,
up up,,1,
看看吧看看吧,,1,
看着有点难受 帮不上忙。。。。。。,,1,
up up,,1,
upupupup,,1,
看到联系我,,1,
#河北涿州救援# #河北涿州救援力量薄弱# 帮顶顶！！！河北涿州急需救援！！！,,1,
up?up?up,,1,
14. 犍为县飞虎应急救援队19382355500 15.绥化安康应急救援队、吴琼 19545369958 16. 猛虎救援队长刘自飞 19153981555 17. 沭阳县博爱救援队 庄兴海 17625399111 18. 毫州益英应急救援队 ?苍狼17733337930,,1,
确保大局稳定,,1,
关键新闻早就说，要防洪了，人家是一句不听,,1,
现在微博评论区没法看了，喷子都低龄化了，要么纯扛精，要么搞男女对立，一点脑子都没有,1,,
对啊太无语了，而且涿州都停电停水了，没有饭吃大人哪来的母乳还在那杠，还说和别人借。又不是家家都有孩子要吃奶粉,,1,
这些人就是心眼坏而已 灾没落在他们身上,1,,
我家基本上都是奶粉整箱买也不会屯在家里 都是寄存在店里快用完的时候才去拿那些喷子一下屯一堆不嫌占地方嘛,,1,
而且停水停电 冷水充冲奶粉 ,,1,
不是没孩子 我看了都是些男人，基本上有孩子也不是他们带 当然不清楚 看的让人高血压都上来。。。像我这样没结婚没孩子的年轻人根本不会往指责的方面想,,1,
微博是喷子集散地,1,,
才几天，奶粉都不备一箱的吗？现在人除了外卖，啥都不会了吧,,1,
视频里写的母亲已经没有母乳了，大概率之前一直是母乳喂养，不屯奶粉也是正常的。这会儿连饭都吃不上看着挺揪心的。不是沿海地区没怎么经历过洪涝灾害，没有相应的抗洪经验是正常的，做不到帮助也别落井下石。,,1,
家里就备了两天的奶粉？6,,1,
真是个废物点心,1,,
